billing_class,billing_code, billing_code_type, billing_code_modifier
"professional","92341","CPT","['U1']"
"professional","59400","CPT","[]"
"professional","72125","CPT","['26']"
"professional","G0130","HCPCS","['26']"
"professional","26449","CPT","[]"
"institutional","B2111ZZ","ICD","[]"
"professional","16035","CPT","[]"
"institutional","53020","CPT","[]"
"professional","L7040","HCPCS","['NU']"
"professional","38242","CPT","[]"
"institutional","93592","CPT","[]"
"professional","26075","CPT","[]"
"professional","K0856","HCPCS","['KJ']"
"professional","K0012","HCPCS","['KH']"
"professional","27893","CPT","['U1']"
"professional","E1089","HCPCS","['UE']"
"institutional","33417","CPT","[]"
"institutional","69632","CPT","[]"
"professional","E0830","HCPCS","['NU']"
"professional","E0675","HCPCS","['UE']"
"professional","58110","CPT","[]"
"professional","81503","CPT","[]"
"professional","E2383","HCPCS","['NU']"
"professional","21188","CPT","[]"
"professional","25320","CPT","['U1']"
"professional","72191","CPT","['27']"
"professional","E0310","HCPCS","['RR']"
"professional","85370","CPT","['U1']"
"professional","A7045","HCPCS","[]"
"professional","E0155","HCPCS","['NU']"
"institutional","21603","CPT","[]"
"professional","95910","CPT","[]"
"professional","E0981","HCPCS","['UE','NU','KE']"
"professional","73201","CPT","['26']"
"professional","K0839","HCPCS","['KH']"
"professional","88199","CPT","['26']"
"professional","23420","CPT","['U1']"
"professional","69501","CPT","['U1']"
"professional","A9510","HCPCS","['NU']"
"professional","A4556","HCPCS","[]"
"professional","80406","CPT","['TC']"
"professional","88356","CPT","['TC']"
"professional","63087","CPT","['U1']"
"professional","36251","CPT","['U1']"
"professional","L5629","HCPCS","['UE']"
"professional","86318","CPT","['26']"
"institutional","23107","CPT","[]"
"professional","32556","CPT","['U1']"
"professional","84060","CPT","[]"
"institutional","0583","MS-DRG","[]"
"professional","G8598","HCPCS","[]"
"professional","82330","CPT","['QW']"
"professional","43644","CPT","[]"
"professional","52005","CPT","[]"
"professional","85732","CPT","['26']"
"institutional","23616","CPT","[]"
"professional","27327","CPT","['U1']"
"professional","27328","CPT","[]"
"professional","49520","CPT","[]"
"professional","36569","CPT","[]"
"professional","86256","CPT","['26']"
"professional","A6023","HCPCS","['NU']"
"professional","80418","CPT","['26']"
"professional","88348","CPT","['26']"
"professional","J7213","HCPCS","[]"
"professional","86674","CPT","['27']"
"professional","74440","CPT","['27']"
"professional","0216U","CPT","[]"
"professional","87088","CPT","['27']"
"professional","31032","CPT","['U1']"
"institutional","14301","CPT","[]"
"institutional","43235","CPT","[]"
"professional","84080","CPT","['26']"
"professional","27269","CPT","['U1']"
"professional","88187","CPT","['TC']"
"professional","E2632","HCPCS","[]"
"professional","E0295","HCPCS","['26']"
"professional","0334U","CPT","[]"
"professional","Q5135","HCPCS","[]"
"professional","82938","CPT","['U1']"
"professional","L6628","HCPCS","['RR']"
"professional","78800","CPT","['TC']"
"professional","V2304","HCPCS","['RR']"
"professional","E0486","HCPCS","[]"
"professional","63265","CPT","[]"
"professional","J1835","HCPCS","[]"
"professional","K0053","HCPCS","['UE']"
"professional","77336","CPT","[]"
"professional","78740","CPT","[]"
"professional","92990","CPT","[]"
"professional","A4363","HCPCS","[]"
"professional","85240","CPT","[]"
"professional","L5857","HCPCS","['NU']"
"institutional","27111","CPT","[]"
"professional","86701","CPT","['27']"
"professional","82128","CPT","['U1']"
"institutional","27105","CPT","[]"
"professional","H0031","HCPCS","[]"
"professional","00216","CPT","[]"
"institutional","27614","CPT","[]"
"institutional","0790","MS-DRG","[]"
"institutional","0153","RC","[]"
"professional","91117","CPT","['U1']"
"professional","A4380","HCPCS","['NU']"
"professional","G0432","HCPCS","['TC']"
"professional","29125","CPT","['58']"
"professional","G9074","HCPCS","[]"
"professional","24305","CPT","[]"
"institutional","27600","CPT","[]"
"professional","21552","CPT","['U1']"
"professional","87341","CPT","[]"
"professional","15958","CPT","['U1']"
"professional","88373","CPT","['26']"
"professional","K0606","HCPCS","['NU']"
"professional","L3219","HCPCS","[]"
"institutional","27822","CPT","[]"
"professional","84482","CPT","[]"
"professional","87491","CPT","['26']"
"institutional","47532","CPT","[]"
"professional","72084","CPT","['U1']"
"professional","83009","CPT","['26']"
"professional","27252","CPT","['U1']"
"professional","J2779","HCPCS","[]"
"professional","86161","CPT","[]"
"professional","L2180","HCPCS","['NU']"
"professional","J0595","HCPCS","[]"
"institutional","35305","CPT","[]"
"institutional","35311","CPT","[]"
"institutional","62225","CPT","[]"
"professional","25125","CPT","[]"
"institutional","35400","CPT","[]"
"professional","54328","CPT","['U1']"
"professional","Q9963","HCPCS","[]"
"professional","15018","CPT","[]"
"professional","41874","CPT","[]"
"professional","97811","CPT","[]"
"professional","P9057","HCPCS","[]"
"professional","86310","CPT","[]"
"professional","97551","CPT","[]"
"professional","E2361","HCPCS","['RR','UE','KE']"
"professional","43410","CPT","['U1']"
"professional","L6687","HCPCS","['NU']"
"professional","E0301","HCPCS","['TC']"
"professional","E2605","HCPCS","['UE','RR','KE']"
"professional","B9002","HCPCS","[]"
"professional","82963","CPT","['27']"
"professional","E0945","HCPCS","['NU']"
"institutional","57022","CPT","[]"
"professional","50561","CPT","['U1']"
"professional","26497","CPT","[]"
"professional","98966","CPT","['95']"
"professional","J7635","HCPCS","[]"
"professional","0021U","CPT","[]"
"professional","E1222","HCPCS","['KH']"
"institutional","60521","CPT","[]"
"professional","55705","CPT","['U1']"
"professional","E2214","HCPCS","[]"
"professional","L2114","HCPCS","['RR']"
"professional","0362T","CPT","['HN']"
"institutional","25110","CPT","[]"
"professional","33140","CPT","['U1']"
"professional","0103U","CPT","[]"
"professional","S1031","HCPCS","[]"
"professional","K0039","HCPCS","['UE','NU','KE']"
"professional","57288","CPT","[]"
"professional","A4314","HCPCS","['RR']"
"professional","77523","CPT","['TC']"
"professional","83505","CPT","['U1']"
"professional","11626","CPT","[]"
"institutional","28510","CPT","[]"
"professional","99496","CPT","['U1']"
"professional","96374","CPT","['U1']"
"professional","L5646","HCPCS","[]"
"professional","87640","CPT","['26']"
"professional","E0265","HCPCS","['RR']"
"professional","77280","CPT","['27']"
"professional","80061","CPT","['U1']"
"professional","72255","CPT","['U1']"
"professional","78140","CPT","['26']"
"professional","99307","CPT","[]"
"professional","99184","CPT","['TC']"
"professional","61598","CPT","[]"
"institutional","15221","CPT","[]"
"professional","95869","CPT","['U1']"
"professional","28800","CPT","[]"
"institutional","42410","CPT","[]"
"institutional","22900","CPT","[]"
"professional","28540","CPT","[]"
"professional","83883","CPT","['27']"
"professional","95927","CPT","['U1']"
"professional","33369","CPT","[]"
"professional","E2384","HCPCS","['UE']"
"professional","43756","CPT","[]"
"professional","A4612","HCPCS","['26']"
"professional","99486","CPT","[]"
"professional","22868","CPT","[]"
"professional","L3202","HCPCS","[]"
"professional","43242","CPT","['U1']"
"professional","87430","CPT","['27']"
"professional","E1171","HCPCS","[]"
"institutional","0952T","CPT","[]"
"professional","70460","CPT","['27']"
"institutional","0412T","CPT","[]"
"professional","L1902","HCPCS","['NU']"
"professional","42836","CPT","[]"
"professional","E0672","HCPCS","['NU']"
"professional","20663","CPT","['U1']"
"professional","77371","CPT","['TC']"
"professional","61576","CPT","['U1']"
"professional","A4927","HCPCS","[]"
"professional","G0372","HCPCS","[]"
"professional","86382","CPT","['27']"
"professional","36576","CPT","['U1']"
"professional","E1005","HCPCS","['NU','UE','KE']"
"professional","L5824","HCPCS","[]"
"professional","64712","CPT","['U1']"
"professional","84154","CPT","['27']"
"institutional","50610","CPT","[]"
"professional","J1271","HCPCS","[]"
"professional","78350","CPT","['U1']"
"professional","82634","CPT","['U1']"
"professional","68745","CPT","['U1']"
"professional","L3905","HCPCS","['NU']"
"professional","94762","CPT","[]"
"professional","27400","CPT","['U1']"
"professional","99213","CPT","['G0']"
"professional","47015","CPT","[]"
"professional","82485","CPT","['27']"
"professional","23675","CPT","[]"
"professional","0673T","CPT","[]"
"professional","E2621","HCPCS","['NU','RR','KE']"
"professional","E2312","HCPCS","['NU','UE','KC']"
"professional","A4706","HCPCS","[]"
"professional","24164","CPT","['U1']"
"professional","84134","CPT","['U1']"
"professional","29450","CPT","['U1']"
"professional","29851","CPT","[]"
"professional","27347","CPT","[]"
"professional","E1831","HCPCS","['RR']"
"professional","57150","CPT","['U1']"
"professional","33214","CPT","[]"
"professional","E1030","HCPCS","['TC']"
"professional","0188U","CPT","[]"
"professional","52334","CPT","['U1']"
"professional","0785T","CPT","[]"
"professional","86978","CPT","['27']"
"professional","L3060","HCPCS","['NU']"
"professional","59100","CPT","['U1']"
"professional","E1200","HCPCS","['26']"
"professional","62326","CPT","[]"
"professional","G0547","HCPCS","[]"
"professional","81411","CPT","[]"
"professional","44021","CPT","['U1']"
"institutional","02WAXQZ","ICD","[]"
"professional","E0782","HCPCS","['TC']"
"professional","93593","CPT","[]"
"professional","S9490","HCPCS","[]"
"professional","L2390","HCPCS","[]"
"professional","J7676","HCPCS","[]"
"professional","67974","CPT","[]"
"professional","J1444","HCPCS","[]"
"institutional","36218","CPT","[]"
"professional","A7006","HCPCS","[]"
"professional","21275","CPT","['U1']"
"institutional","36224","CPT","[]"
"professional","E1820","HCPCS","['TC']"
"professional","25246","CPT","[]"
"institutional","61304","CPT","[]"
"professional","E2325","HCPCS","['UE','KE']"
"professional","31660","CPT","['U1']"
"professional","65875","CPT","[]"
"professional","72130","CPT","['26']"
"professional","92354","CPT","['U1']"
"professional","87525","CPT","['U1']"
"professional","73503","CPT","['TC']"
"professional","28297","CPT","['U1']"
"professional","37160","CPT","['U1']"
"professional","51725","CPT","['U1']"
"professional","45114","CPT","[]"
"professional","99215","CPT","[]"
"institutional","49013","CPT","[]"
"institutional","44316","CPT","[]"
"professional","49460","CPT","['U1']"
"institutional","44407","CPT","[]"
"professional","L5615","HCPCS","['NU']"
"professional","L5850","HCPCS","['UE']"
"professional","24066","CPT","[]"
"professional","S8930","HCPCS","[]"
"professional","E2327","HCPCS","['NU','UE','KC']"
"professional","E2611","HCPCS","['26']"
"professional","E2614","HCPCS","['NU','RR','KE']"
"institutional","0598","MS-DRG","[]"
"professional","95852","CPT","['U1']"
"professional","87802","CPT","['26']"
"professional","87253","CPT","[]"
"professional","K0038","HCPCS","['RR','KE']"
"professional","44385","CPT","['U1']"
"professional","84590","CPT","[]"
"professional","43337","CPT","['U1']"
"professional","E1030","HCPCS","['UE','KE']"
"professional","0249U","CPT","[]"
"professional","0444T","CPT","[]"
"professional","99368","CPT","[]"
"professional","A4320","HCPCS","[]"
"professional","E1030","HCPCS","['NU','UE','KE']"
"professional","E2629","HCPCS","[]"
"institutional","26720","CPT","[]"
"professional","0490T","CPT","[]"
"professional","27894","CPT","[]"
"professional","J7208","HCPCS","[]"
"institutional","26025","CPT","[]"
"professional","43279","CPT","['U1']"
"professional","0042T","CPT","['26']"
"institutional","34520","CPT","[]"
"institutional","54830","CPT","[]"
"professional","0566T","CPT","[]"
"professional","95079","CPT","['U1']"
"institutional","AOB6","CSTM-ALL","[]"
"professional","83001","CPT","['QW']"
"professional","94016","CPT","['26']"
"professional","84403","CPT","['26']"
"professional","28108","CPT","['U1']"
"institutional","63305","CPT","[]"
"professional","E2369","HCPCS","['UE','RR','KE']"
"professional","93325","CPT","['TC']"
"professional","A4378","HCPCS","[]"
"professional","20969","CPT","[]"
"professional","G0161","HCPCS","[]"
"professional","44145","CPT","[]"
"institutional","HOS1","CSTM-ALL","[]"
"professional","28046","CPT","['U1']"
"professional","E0942","HCPCS","['UE']"
"institutional","69300","CPT","[]"
"professional","E0951","HCPCS","['UE','KE']"
"institutional","33608","CPT","[]"
"professional","93975","CPT","['27']"
"professional","S9374","HCPCS","[]"
"institutional","64728","CPT","[]"
"professional","V2311","HCPCS","['RR']"
"professional","J7192","HCPCS","[]"
"professional","0515T","CPT","[]"
"professional","E2328","HCPCS","['TC']"
"professional","58180","CPT","['U1']"
"professional","E0280","HCPCS","['26']"
"professional","0318U","CPT","[]"
"professional","31654","CPT","[]"
"institutional","64714","CPT","[]"
"professional","78815","CPT","['TC']"
"institutional","33620","CPT","[]"
"professional","89335","CPT","[]"
"institutional","93799","CPT","[]"
"professional","92610","CPT","[]"
"professional","83051","CPT","[]"
"professional","75833","CPT","['U1']"
"institutional","33802","CPT","[]"
"institutional","0602","MS-DRG","[]"
"professional","A6256","HCPCS","[]"
"professional","78580","CPT","[]"
"professional","K0046","HCPCS","['UE']"
"professional","81170","CPT","['TC']"
"professional","73718","CPT","['U1']"
"professional","82271","CPT","[]"
"professional","85305","CPT","['27']"
"professional","87563","CPT","[]"
"professional","21139","CPT","[]"
"professional","27332","CPT","['U1']"
"institutional","41017","CPT","[]"
"professional","61546","CPT","[]"
"professional","93970","CPT","[]"
"professional","76120","CPT","['TC']"
"professional","45915","CPT","[]"
"professional","15838","CPT","['U1']"
"professional","82106","CPT","['U1']"
"professional","70332","CPT","['U1']"
"institutional","21325","CPT","[]"
"professional","26480","CPT","['U1']"
"professional","90791","CPT","['GQ']"
"professional","21432","CPT","['U1']"
"institutional","21408","CPT","[]"
"professional","C8936","HCPCS","[]"
"professional","21235","CPT","[]"
"professional","0437T","CPT","[]"
"professional","74455","CPT","['27']"
"professional","99458","CPT","[]"
"professional","S5125","HCPCS","[]"
"professional","L8417","HCPCS","[]"
"professional","E0140","HCPCS","['NU']"
"professional","38214","CPT","['U1']"
"professional","11308","CPT","[]"
"professional","J1595","HCPCS","[]"
"professional","78020","CPT","['26']"
"professional","61737","CPT","[]"
"professional","E2396","HCPCS","['NU']"
"professional","88364","CPT","[]"
"professional","49591","CPT","[]"
"professional","21348","CPT","[]"
"professional","E2386","HCPCS","[]"
"professional","E0305","HCPCS","['RR']"
"professional","93641","CPT","[]"
"professional","54065","CPT","[]"
"professional","96133","CPT","['95']"
"professional","0410U","CPT","[]"
"professional","27095","CPT","[]"
"professional","84244","CPT","['26']"
"professional","21044","CPT","[]"
"institutional","23330","CPT","[]"
"professional","L0982","HCPCS","['NU']"
"professional","Q4326","HCPCS","[]"
"professional","33020","CPT","['U1']"
"professional","79101","CPT","['U1']"
"professional","81020","CPT","['26']"
"institutional","0037","MS-DRG","[]"
"professional","A9505","HCPCS","['NU']"
"professional","11004","CPT","[]"
"professional","01925","CPT","[]"
"professional","B4088","HCPCS","['NU']"
"professional","15876","CPT","[]"
"institutional","31635","CPT","[]"
"professional","33945","CPT","['U1']"
"professional","92921","CPT","[]"
"professional","27886","CPT","['U1']"
"professional","J9177","HCPCS","[]"
"professional","77387","CPT","[]"
"professional","82803","CPT","['27']"
"professional","E0660","HCPCS","['UE']"
"professional","65205","CPT","[]"
"professional","L1755","HCPCS","['NU']"
"professional","95886","CPT","['26']"
"professional","44404","CPT","[]"
"institutional","0823","MS-DRG","[]"
"professional","K0843","HCPCS","['KJ']"
"professional","G8838","HCPCS","[]"
"professional","K0007","HCPCS","['KH']"
"professional","50557","CPT","[]"
"professional","86774","CPT","['U1']"
"professional","33864","CPT","[]"
"professional","L8604","HCPCS","[]"
"professional","J1786","HCPCS","[]"
"professional","87188","CPT","['U1']"
"institutional","47711","CPT","[]"
"professional","96361","CPT","['U1']"
"professional","0722T","CPT","[]"
"institutional","47000","CPT","[]"
"professional","40804","CPT","['U1']"
"professional","27477","CPT","[]"
"professional","87339","CPT","['27']"
"professional","33509","CPT","['TC']"
"institutional","10120","CPT","[]"
"professional","28001","CPT","[]"
"professional","23540","CPT","['U1']"
"professional","80074","CPT","['U1']"
"professional","43217","CPT","[]"
"professional","96167","CPT","['G0']"
"institutional","27332","CPT","[]"
"professional","84433","CPT","[]"
"professional","76805","CPT","[]"
"professional","82013","CPT","['27']"
"professional","77295","CPT","['27']"
"institutional","27326","CPT","[]"
"professional","80428","CPT","['TC']"
"professional","27096","CPT","['U1']"
"professional","81321","CPT","[]"
"professional","99191","CPT","['TC']"
"professional","46505","CPT","[]"
"professional","72240","CPT","['U1']"
"institutional","27437","CPT","[]"
"professional","83002","CPT","['TC']"
"professional","E0270","HCPCS","['RR']"
"professional","85210","CPT","['U1']"
"institutional","0224","MS-DRG","[]"
"professional","25240","CPT","['U1']"
"professional","78830","CPT","['26']"
"professional","43405","CPT","['U1']"
"professional","L6692","HCPCS","['NU']"
"institutional","95990","CPT","[]"
"institutional","35132","CPT","[]"
"professional","32408","CPT","[]"
"professional","85613","CPT","[]"
"professional","E0950","HCPCS","['NU']"
"professional","92083","CPT","[]"
"professional","L1620","HCPCS","['NU']"
"professional","53010","CPT","['U1']"
"professional","E0585","HCPCS","['KH']"
"professional","59852","CPT","[]"
"institutional","35623","CPT","[]"
"institutional","58822","CPT","[]"
"professional","69552","CPT","[]"
"institutional","35637","CPT","[]"
"professional","E1237","HCPCS","['KH']"
"professional","45305","CPT","['U1']"
"institutional","58600","CPT","[]"
"professional","77469","CPT","[]"
"professional","50574","CPT","['U1']"
"institutional","55200","CPT","[]"
"professional","23145","CPT","[]"
"professional","0600T","CPT","[]"
"professional","L8031","HCPCS","[]"
"professional","80370","CPT","[]"
"professional","47554","CPT","[]"
"institutional","57510","CPT","[]"
"professional","23334","CPT","[]"
"professional","26426","CPT","[]"
"institutional","D721JZZ","ICD","[]"
"professional","61885","CPT","['U1']"
"professional","22808","CPT","['U1']"
"institutional","0411","MS-DRG","[]"
"professional","28270","CPT","[]"
"professional","84550","CPT","['QW']"
"professional","73723","CPT","['U1']"
"professional","A4395","HCPCS","['NU']"
"professional","27606","CPT","[]"
"institutional","2W16X7Z","ICD","[]"
"professional","0108T","CPT","[]"
"professional","J0614","HCPCS","[]"
"professional","22114","CPT","[]"
"professional","83570","CPT","['27']"
"professional","76978","CPT","[]"
"professional","33755","CPT","[]"
"institutional","EMR3","CSTM-ALL","[]"
"professional","73592","CPT","['27']"
"professional","86336","CPT","['26']"
"professional","93788","CPT","['TC']"
"professional","81005","CPT","['TC']"
"professional","74283","CPT","['TC']"
"professional","63278","CPT","['U1']"
"professional","85270","CPT","['27']"
"professional","99215","CPT","['TF','TD']"
"institutional","28022","CPT","[]"
"professional","85652","CPT","['26']"
"professional","65436","CPT","['U1']"
"professional","E0675","HCPCS","['KJ']"
"professional","G8452","HCPCS","[]"
"professional","57135","CPT","[]"
"professional","87181","CPT","[]"
"professional","80436","CPT","['26']"
"professional","88366","CPT","['26']"
"professional","58543","CPT","[]"
"professional","82693","CPT","[]"
"professional","72220","CPT","['27']"
"professional","L2260","HCPCS","[]"
"professional","32655","CPT","[]"
"professional","S9560","HCPCS","[]"
"professional","38531","CPT","[]"
"professional","E1012","HCPCS","['RR']"
"professional","26706","CPT","[]"
"professional","97157","CPT","['GQ']"
"professional","19330","CPT","[]"
"institutional","54015","CPT","[]"
"institutional","0W3R4ZZ","ICD","[]"
"professional","21246","CPT","['U1']"
"professional","31653","CPT","['U1']"
"institutional","54001","CPT","[]"
"professional","T4544","HCPCS","[]"
"professional","87385","CPT","['26']"
"professional","78216","CPT","['U1']"
"professional","84560","CPT","['TC']"
"professional","70546","CPT","['U1']"
"professional","72126","CPT","[]"
"professional","88045","CPT","['27']"
"professional","87516","CPT","['U1']"
"professional","G8841","HCPCS","[]"
"institutional","0016","MS-DRG","[]"
"professional","A6442","HCPCS","[]"
"professional","93308","CPT","['26']"
"professional","80050","CPT","[]"
"professional","E0930","HCPCS","['KH']"
"professional","K0877","HCPCS","['NU']"
"professional","64596","CPT","[]"
"professional","67255","CPT","[]"
"professional","S9538","HCPCS","[]"
"professional","81270","CPT","[]"
"professional","33779","CPT","[]"
"professional","45397","CPT","[]"
"professional","86970","CPT","['27']"
"professional","28150","CPT","[]"
"professional","L5626","HCPCS","['NU']"
"professional","H1010","HCPCS","[]"
"professional","33475","CPT","[]"
"institutional","11424","CPT","[]"
"professional","33935","CPT","[]"
"institutional","0802","MS-DRG","[]"
"professional","K0003","HCPCS","['26']"
"professional","E0113","HCPCS","[]"
"professional","33508","CPT","[]"
"professional","S9355","HCPCS","[]"
"professional","95861","CPT","['U1']"
"professional","V5172","HCPCS","[]"
"institutional","24126","CPT","[]"
"professional","81001","CPT","[]"
"professional","G0282","HCPCS","[]"
"professional","58952","CPT","[]"
"professional","A9300","HCPCS","[]"
"institutional","49600","CPT","[]"
"institutional","49614","CPT","[]"
"professional","12005","CPT","[]"
"professional","B5000","HCPCS","['NU']"
"institutional","0623","MS-DRG","[]"
"professional","39560","CPT","[]"
"professional","G0270","HCPCS","['GT']"
"professional","75984","CPT","['TC']"
"professional","76604","CPT","['26']"
"professional","36430","CPT","['U1']"
"professional","38740","CPT","[]"
"professional","E1086","HCPCS","['NU']"
"professional","0632T","CPT","[]"
"professional","90785","CPT","['GT']"
"professional","26025","CPT","['U1']"
"professional","84430","CPT","['26']"
"professional","99382","CPT","['U1']"
"professional","93316","CPT","['TC']"
"professional","L1952","HCPCS","[]"
"professional","86318","CPT","['QW']"
"institutional","61517","CPT","[]"
"professional","80329","CPT","['TC']"
"professional","E0971","HCPCS","['UE']"
"professional","E0734","HCPCS","['NU']"
"professional","H0046","HCPCS","['HP','XP']"
"professional","G8660","HCPCS","[]"
"professional","82330","CPT","['26']"
"professional","L1844","HCPCS","['NU']"
"institutional","TRA1","CSTM-ALL","[]"
"professional","88348","CPT","[]"
"professional","99509","CPT","[]"
"professional","L2530","HCPCS","['NU']"
"professional","S5522","HCPCS","[]"
"professional","C1819","HCPCS","[]"
"professional","L6698","HCPCS","[]"
"institutional","0430","MS-DRG","[]"
"professional","99605","CPT","[]"
"professional","E0161","HCPCS","['UE']"
"professional","90838","CPT","['G0']"
"professional","E0560","HCPCS","['TC']"
"professional","L8048","HCPCS","[]"
"professional","65125","CPT","[]"
"professional","92568","CPT","['GT']"
"professional","35021","CPT","['U1']"
"professional","65093","CPT","['U1']"
"professional","A5082","HCPCS","['NU']"
"institutional","G0428","HCPCS","[]"
"professional","89264","CPT","[]"
"professional","11970","CPT","['U1']"
"professional","28100","CPT","['U1']"
"professional","E0641","HCPCS","['NU']"
"professional","20650","CPT","['U1']"
"professional","86612","CPT","[]"
"professional","88150","CPT","['U1']"
"professional","23334","CPT","['U1']"
"professional","74185","CPT","['27']"
"professional","61545","CPT","['U1']"
"professional","L2210","HCPCS","['UE']"
"professional","0500U","CPT","[]"
"professional","86793","CPT","['26']"
"institutional","65210","CPT","[]"
"institutional","68115","CPT","[]"
"professional","94150","CPT","['26']"
"institutional","0468","MS-DRG","[]"
"professional","55801","CPT","['U1']"
"professional","84545","CPT","['26']"
"professional","64721","CPT","['U1']"
"professional","G8473","HCPCS","[]"
"professional","A4730","HCPCS","['NU']"
"professional","72126","CPT","['TC']"
"professional","97156","CPT","['HP']"
"institutional","50706","CPT","[]"
"professional","90657","CPT","['26']"
"professional","82607","CPT","['U1']"
"professional","59856","CPT","['U1']"
"professional","L8625","HCPCS","[]"
"professional","E1029","HCPCS","['RR']"
"professional","88130","CPT","['27']"
"professional","86923","CPT","[]"
"professional","E2611","HCPCS","['RR','KE']"
"professional","69719","CPT","['26']"
"professional","01638","CPT","[]"
"professional","88381","CPT","['U1']"
"professional","Q4114","HCPCS","[]"
"institutional","93565","CPT","[]"
"professional","92014","CPT","['G0']"
"institutional","93571","CPT","[]"
"professional","86160","CPT","['27']"
"institutional","67500","CPT","[]"
"professional","31574","CPT","[]"
"professional","0527T","CPT","[]"
"institutional","0205","MS-DRG","[]"
"professional","71130","CPT","['27']"
"institutional","50930","CPT","[]"
"institutional","30420","CPT","[]"
"professional","86805","CPT","['27']"
"professional","E1802","HCPCS","['RR']"
"professional","E1003","HCPCS","['TC']"
"institutional","22634","CPT","[]"
"professional","E1233","HCPCS","['26']"
"institutional","22802","CPT","[]"
"professional","J9345","HCPCS","[]"
"professional","99474","CPT","[]"
"professional","88235","CPT","[]"
"institutional","0D1B8JB","ICD","[]"
"professional","96002","CPT","[]"
"institutional","D921JZZ","ICD","[]"
"professional","E2619","HCPCS","['26']"
"professional","K0038","HCPCS","['26']"
"professional","E0300","HCPCS","[]"
"professional","84302","CPT","['26']"
"institutional","28108","CPT","[]"
"professional","86747","CPT","['U1']"
"professional","H2040","HCPCS","['TF']"
"professional","E0148","HCPCS","['NU']"
"institutional","25520","CPT","[]"
"professional","45349","CPT","[]"
"professional","76514","CPT","['27']"
"professional","84591","CPT","['U1']"
"professional","99223","CPT","['26']"
"professional","81166","CPT","['26']"
"institutional","28120","CPT","[]"
"professional","Q9959","HCPCS","[]"
"professional","64644","CPT","[]"
"professional","86609","CPT","['U1']"
"institutional","12037","CPT","[]"
"professional","80047","CPT","['U1']"
"professional","86255","CPT","['TC']"
"professional","61156","CPT","[]"
"professional","99344","CPT","[]"
"professional","L5624","HCPCS","[]"
"professional","88184","CPT","['26']"
"professional","K0824","HCPCS","['KH']"
"institutional","HHA","CSTM-ALL","[]"
"professional","35666","CPT","['U1']"
"professional","V2303","HCPCS","[]"
"professional","E0243","HCPCS","['RR']"
"professional","78803","CPT","['26']"
"professional","82945","CPT","['27']"
"professional","E0194","HCPCS","['KI']"
"professional","20972","CPT","['U1']"
"professional","P9035","HCPCS","[]"
"professional","86353","CPT","[]"
"institutional","0DQ60ZZ","ICD","[]"
"professional","G0542","HCPCS","['GT']"
"professional","G0566","HCPCS","[]"
"professional","0359U","CPT","[]"
"institutional","60600","CPT","[]"
"professional","E0668","HCPCS","['UE']"
"professional","0554T","CPT","[]"
"professional","L2132","HCPCS","['RR']"
"professional","50547","CPT","['U1']"
"professional","E0117","HCPCS","['26']"
"professional","97153","CPT","['UB','HM']"
"professional","J7657","HCPCS","[]"
"professional","0580T","CPT","[]"
"professional","33803","CPT","['U1']"
"professional","K0037","HCPCS","['RR','NU','KE']"
"professional","E2612","HCPCS","['NU','UE','KE']"
"professional","97763","CPT","[]"
"professional","54240","CPT","['U1']"
"professional","92071","CPT","[]"
"professional","83630","CPT","[]"
"professional","E2321","HCPCS","['NU','RR','KC']"
"professional","20838","CPT","[]"
"institutional","35903","CPT","[]"
"professional","S0199","HCPCS","[]"
"professional","L8420","HCPCS","['NU']"
"institutional","58920","CPT","[]"
"professional","15155","CPT","['U1']"
"institutional","0Q833ZZ","ICD","[]"
"professional","55559","CPT","[]"
"institutional","27535","CPT","[]"
"professional","42830","CPT","['U1']"
"professional","63305","CPT","['U1']"
"professional","L8300","HCPCS","['UE']"
"professional","G9016","HCPCS","[]"
"professional","E1150","HCPCS","[]"
"institutional","27218","CPT","[]"
"professional","99408","CPT","['95']"
"professional","86305","CPT","['26']"
"professional","24346","CPT","[]"
"institutional","27509","CPT","[]"
"institutional","02RL0JZ","ICD","[]"
"professional","86727","CPT","['27']"
"professional","11954","CPT","[]"
"professional","15830","CPT","['U1']"
"institutional","27230","CPT","[]"
"professional","21454","CPT","[]"
"institutional","0110","RC","[]"
"professional","27485","CPT","[]"
"professional","82552","CPT","['TC']"
"professional","99239","CPT","[]"
"professional","77077","CPT","['27']"
"institutional","10036","CPT","[]"
"professional","73202","CPT","['TC']"
"professional","99135","CPT","[]"
"professional","82040","CPT","['U1']"
"professional","82950","CPT","[]"
"professional","88355","CPT","['26']"
"professional","J1250","HCPCS","[]"
"institutional","PNM5","CSTM-ALL","[]"
"professional","22010","CPT","['U1']"
"professional","E2001","HCPCS","['NU']"
"professional","64435","CPT","[]"
"professional","84252","CPT","['TC']"
"professional","L6711","HCPCS","[]"
"professional","0695T","CPT","[]"
"institutional","66821","CPT","[]"
"professional","Q5157","HCPCS","[]"
"professional","J2508","HCPCS","[]"
"institutional","0543T","CPT","[]"
"professional","E2608","HCPCS","[]"
"professional","A4301","HCPCS","[]"
"professional","86880","CPT","[]"
"professional","G0118","HCPCS","[]"
"professional","44720","CPT","['U1']"
"professional","E0482","HCPCS","['UE']"
"institutional","31032","CPT","[]"
"professional","L3030","HCPCS","[]"
"institutional","0803T","CPT","[]"
"professional","22800","CPT","['U1']"
