billing_class,billing_code, billing_code_type, billing_code_modifier
"professional","37718","CPT","['U1']"
"professional","A4391","HCPCS","['NU']"
"institutional","27557","CPT","[]"
"professional","67312","CPT","[]"
"professional","90836","CPT","[]"
"institutional","44188","CPT","[]"
"professional","V2025","HCPCS","['NU']"
"professional","76813","CPT","[]"
"professional","84425","CPT","[]"
"institutional","27252","CPT","[]"
"professional","43201","CPT","[]"
"institutional","29898","CPT","[]"
"professional","81337","CPT","[]"
"professional","L8417","HCPCS","['NU']"
"institutional","27246","CPT","[]"
"professional","0864T","CPT","[]"
"professional","G2122","HCPCS","[]"
"professional","C2619","HCPCS","[]"
"institutional","10040","CPT","[]"
"professional","E0372","HCPCS","['KI']"
"professional","L1846","HCPCS","[]"
"professional","97157","CPT","['US']"
"institutional","0DQR0ZZ","ICD","[]"
"professional","90707","CPT","[]"
"professional","58555","CPT","[]"
"professional","87197","CPT","[]"
"professional","86886","CPT","['26']"
"professional","50570","CPT","['U1']"
"professional","L2340","HCPCS","['NU']"
"professional","64834","CPT","['U1']"
"professional","S9474","HCPCS","[]"
"professional","73030","CPT","[]"
"professional","G0396","HCPCS","['G0']"
"professional","S5010","HCPCS","[]"
"professional","E1233","HCPCS","['KH']"
"professional","E2375","HCPCS","['KI']"
"institutional","0102","MS-DRG","[]"
"professional","A6556","HCPCS","[]"
"institutional","12055","CPT","[]"
"institutional","12041","CPT","[]"
"institutional","26596","CPT","[]"
"institutional","0UQC0ZZ","ICD","[]"
"institutional","0385","RC","[]"
"professional","27610","CPT","[]"
"professional","Q4213","HCPCS","[]"
"professional","E0954","HCPCS","['NU']"
"professional","22102","CPT","[]"
"professional","E0310","HCPCS","['TC']"
"professional","L6696","HCPCS","['NU']"
"professional","78278","CPT","[]"
"professional","87273","CPT","['27']"
"professional","87651","CPT","['26']"
"professional","E0274","HCPCS","['RR']"
"professional","83006","CPT","['TC']"
"professional","K0813","HCPCS","['KH']"
"professional","92020","CPT","['26']"
"professional","69979","CPT","[]"
"professional","30435","CPT","['U1']"
"professional","29046","CPT","[]"
"professional","82017","CPT","['27']"
"professional","82435","CPT","['26']"
"professional","K0040","HCPCS","['UE','NU','KE']"
"professional","40800","CPT","['U1']"
"professional","47542","CPT","[]"
"institutional","0916","MS-DRG","[]"
"professional","AOB","CSTM-ALL","[]"
"professional","80366","CPT","[]"
"professional","96365","CPT","['U1']"
"professional","55980","CPT","[]"
"professional","26720","CPT","['U1']"
"professional","J9042","HCPCS","[]"
"professional","E0988","HCPCS","['KI']"
"professional","E2210","HCPCS","['NU','UE','KE']"
"institutional","21143","CPT","[]"
"professional","70544","CPT","['27']"
"professional","64778","CPT","['U1']"
"professional","61583","CPT","[]"
"professional","E1812","HCPCS","[]"
"professional","96110","CPT","['TC']"
"professional","E2321","HCPCS","['RR','NU','KE']"
"professional","71555","CPT","['TC']"
"professional","K0730","HCPCS","['KJ']"
"institutional","42299","CPT","[]"
"professional","33778","CPT","['U1']"
"professional","80184","CPT","['26']"
"professional","92588","CPT","['TC']"
"professional","96402","CPT","['U1']"
"professional","36460","CPT","[]"
"professional","97755","CPT","['GT']"
"professional","49429","CPT","[]"
"professional","0800T","CPT","[]"
"professional","22533","CPT","[]"
"institutional","MH","CSTM-ALL","[]"
"professional","E0618","HCPCS","['NU']"
"professional","64636","CPT","['U1']"
"professional","A4627","HCPCS","['NU']"
"professional","K0098","HCPCS","['UE','RR','KE']"
"professional","S4011","HCPCS","[]"
"professional","17261","CPT","[]"
"professional","86684","CPT","['26']"
"professional","73020","CPT","['27']"
"professional","95028","CPT","['U1']"
"professional","G9140","HCPCS","[]"
"professional","E1006","HCPCS","[]"
"professional","93990","CPT","['26']"
"institutional","0409T","CPT","[]"
"professional","48152","CPT","['U1']"
"professional","15782","CPT","[]"
"professional","E2615","HCPCS","['NU','RR','KE']"
"professional","E1038","HCPCS","['KI']"
"professional","53020","CPT","[]"
"professional","85045","CPT","[]"
"professional","50705","CPT","['TC']"
"institutional","64566","CPT","[]"
"professional","J1306","HCPCS","[]"
"professional","87903","CPT","['TC']"
"institutional","0885","MS-DRG","[]"
"professional","E0194","HCPCS","[]"
"institutional","0678T","CPT","[]"
"professional","24925","CPT","['U1']"
"professional","L5644","HCPCS","['NU']"
"institutional","92502","CPT","[]"
"professional","95863","CPT","['27']"
"professional","50592","CPT","[]"
"professional","E2378","HCPCS","[]"
"professional","L6320","HCPCS","['NU']"
"professional","A4671","HCPCS","[]"
"professional","42410","CPT","[]"
"professional","K0815","HCPCS","['NU']"
"professional","42950","CPT","[]"
"professional","L3540","HCPCS","[]"
"institutional","0574T","CPT","[]"
"professional","L6400","HCPCS","['UE']"
"professional","92596","CPT","['26']"
"professional","73552","CPT","['TC']"
"professional","27524","CPT","['U1']"
"institutional","23156","CPT","[]"
"professional","E0980","HCPCS","[]"
"institutional","0091","MS-DRG","[]"
"professional","82710","CPT","['U1']"
"professional","J2020","HCPCS","[]"
"professional","88027","CPT","['27']"
"professional","83631","CPT","['26']"
"professional","A4629","HCPCS","[]"
"professional","95819","CPT","[]"
"professional","E1235","HCPCS","['NU']"
"professional","31631","CPT","['U1']"
"institutional","DME6","CSTM-ALL","[]"
"institutional","20693","CPT","[]"
"professional","73040","CPT","['U1']"
"professional","93224","CPT","['26']"
"professional","93588","CPT","[]"
"professional","77084","CPT","['TC']"
"institutional","43270","CPT","[]"
"institutional","43264","CPT","[]"
"professional","27050","CPT","[]"
"professional","E1070","HCPCS","['RR']"
"institutional","14350","CPT","[]"
"professional","21081","CPT","[]"
"professional","86077","CPT","['27']"
"professional","E2368","HCPCS","['UE','RR','KE']"
"professional","E2104","HCPCS","['UE']"
"professional","59151","CPT","['U1']"
"professional","L3031","HCPCS","['NU']"
"professional","23180","CPT","[]"
"professional","34710","CPT","[]"
"professional","25151","CPT","[]"
"professional","76885","CPT","['27']"
"professional","31002","CPT","[]"
"professional","15770","CPT","['U1']"
"professional","L8040","HCPCS","['RR']"
"institutional","38740","CPT","[]"
"professional","L5974","HCPCS","['UE']"
"professional","15111","CPT","[]"
"professional","Q0115","HCPCS","[]"
"institutional","0127","RC","[]"
"institutional","THR9","CSTM-ALL","[]"
"professional","24371","CPT","[]"
"institutional","27140","CPT","[]"
"institutional","0282","MS-DRG","[]"
"professional","93351","CPT","['26']"
"professional","T1000","HCPCS","['TD']"
"professional","34520","CPT","['U1']"
"professional","E1004","HCPCS","['NU','UE','KE']"
"professional","11423","CPT","[]"
"institutional","27645","CPT","[]"
"professional","35870","CPT","[]"
"professional","Q4193","HCPCS","[]"
"institutional","47563","CPT","[]"
"professional","85044","CPT","['26']"
"professional","65220","CPT","['U1']"
"professional","75635","CPT","['U1']"
"professional","62292","CPT","['U1']"
"institutional","29580","CPT","[]"
"professional","97014","CPT","['U1']"
"institutional","24685","CPT","[]"
"professional","70551","CPT","[]"
"institutional","C9756","HCPCS","[]"
"professional","J0893","HCPCS","[]"
"professional","32220","CPT","['U1']"
"professional","82239","CPT","['TC']"
"professional","92270","CPT","['U1']"
"professional","96574","CPT","[]"
"professional","87335","CPT","[]"
"professional","J1720","HCPCS","[]"
"professional","88152","CPT","['27']"
"professional","J7512","HCPCS","[]"
"professional","E2624","HCPCS","['NU']"
"professional","K0005","HCPCS","['NU']"
"professional","L6975","HCPCS","['RR']"
"institutional","28250","CPT","[]"
"professional","E2620","HCPCS","['NU','RR','KE']"
"professional","21180","CPT","['U1']"
"professional","84105","CPT","['27']"
"professional","86162","CPT","['U1']"
"institutional","28555","CPT","[]"
"professional","24100","CPT","[]"
"institutional","25650","CPT","[]"
"professional","96409","CPT","[]"
"professional","Q5001","HCPCS","[]"
"professional","81299","CPT","[]"
"professional","L6647","HCPCS","[]"
"professional","27680","CPT","['U1']"
"professional","93017","CPT","[]"
"institutional","C7546","HCPCS","[]"
"institutional","45562","CPT","[]"
"professional","82656","CPT","[]"
"professional","81195","CPT","[]"
"professional","A4257","HCPCS","[]"
"professional","67227","CPT","['U1']"
"professional","E0466","HCPCS","['RR']"
"professional","96900","CPT","['TC']"
"professional","86364","CPT","[]"
"institutional","34490","CPT","[]"
"professional","43213","CPT","['U1']"
"professional","41800","CPT","[]"
"professional","J2406","HCPCS","[]"
"professional","20972","CPT","[]"
"professional","86807","CPT","['U1']"
"professional","E1003","HCPCS","['KI']"
"professional","75893","CPT","['TC']"
"professional","25320","CPT","[]"
"professional","S2068","HCPCS","[]"
"professional","J7327","HCPCS","[]"
"professional","J2270","HCPCS","[]"
"professional","63303","CPT","[]"
"professional","28730","CPT","['U1']"
"professional","42842","CPT","[]"
"professional","78111","CPT","['26']"
"professional","92060","CPT","['26']"
"professional","80434","CPT","[]"
"professional","K0853","HCPCS","['KH']"
"professional","93453","CPT","['TC']"
"professional","87590","CPT","['TC']"
"professional","84375","CPT","['26']"
"professional","L2820","HCPCS","['RR']"
"professional","E1008","HCPCS","['NU','KE']"
"professional","23470","CPT","[]"
"professional","88272","CPT","['TC']"
"institutional","64487","CPT","[]"
"professional","99254","CPT","['26']"
"professional","40840","CPT","['U1']"
"professional","78290","CPT","['TC']"
"professional","81111","CPT","['26']"
"institutional","64493","CPT","[]"
"professional","23930","CPT","[]"
"institutional","02563ZZ","ICD","[]"
"professional","45341","CPT","['U1']"
"professional","L8686","HCPCS","['NU']"
"professional","J9381","HCPCS","[]"
"professional","81518","CPT","[]"
"professional","Q4188","HCPCS","[]"
"professional","21193","CPT","[]"
"professional","64874","CPT","['U1']"
"professional","00792","CPT","[]"
"professional","L2300","HCPCS","['NU']"
"professional","58260","CPT","['U1']"
"professional","E0160","HCPCS","['26']"
"institutional","0299","MS-DRG","[]"
"professional","L3710","HCPCS","[]"
"professional","J0888","HCPCS","[]"
"professional","49906","CPT","[]"
"professional","J7509","HCPCS","[]"
"professional","A4421","HCPCS","[]"
"professional","84106","CPT","[]"
"professional","49446","CPT","[]"
"professional","46030","CPT","[]"
"professional","36832","CPT","[]"
"professional","45190","CPT","['U1']"
"professional","83873","CPT","['26']"
"professional","E1232","HCPCS","['UE']"
"institutional","17271","CPT","[]"
"professional","27333","CPT","[]"
"professional","36572","CPT","[]"
"professional","K0039","HCPCS","['UE']"
"institutional","20950","CPT","[]"
"professional","57400","CPT","[]"
"professional","K0608","HCPCS","['26']"
"professional","81465","CPT","[]"
"professional","67900","CPT","[]"
"professional","84377","CPT","[]"
"professional","E0580","HCPCS","['UE']"
"professional","L3931","HCPCS","[]"
"professional","75902","CPT","['U1']"
"professional","E0980","HCPCS","['RR']"
"professional","E2604","HCPCS","['UE','RR','KE']"
"professional","82952","CPT","['U1']"
"professional","67440","CPT","[]"
"professional","22902","CPT","['U1']"
"professional","L6642","HCPCS","['RR']"
"professional","37616","CPT","['U1']"
"professional","82286","CPT","['27']"
"professional","94005","CPT","['95']"
"professional","56620","CPT","[]"
"professional","86694","CPT","[]"
"professional","70490","CPT","['26']"
"professional","87253","CPT","['U1']"
"professional","77021","CPT","[]"
"professional","80050","CPT","['27']"
"professional","78457","CPT","[]"
"professional","63172","CPT","[]"
"professional","93503","CPT","['26']"
"professional","84586","CPT","['27']"
"professional","K0038","HCPCS","['UE','NU','KE']"
"professional","29825","CPT","[]"
"professional","V2630","HCPCS","[]"
"professional","S9996","HCPCS","[]"
"institutional","0D190JA","ICD","[]"
"professional","76390","CPT","['26']"
"professional","86750","CPT","['27']"
"institutional","52640","CPT","[]"
"professional","85597","CPT","['TC']"
"professional","L5643","HCPCS","['UE']"
"professional","C1885","HCPCS","[]"
"professional","83785","CPT","['U1']"
"professional","26113","CPT","[]"
"professional","82525","CPT","['TC']"
"professional","45160","CPT","[]"
"professional","76801","CPT","['TC']"
"professional","K0002","HCPCS","['UE']"
"professional","E2623","HCPCS","['UE']"
"professional","G9103","HCPCS","[]"
"institutional","0148","RC","[]"
"professional","52442","CPT","['U1']"
"professional","J7177","HCPCS","[]"
"professional","93931","CPT","['27']"
"institutional","29358","CPT","[]"
"professional","17281","CPT","['U1']"
"professional","21700","CPT","[]"
"professional","L5910","HCPCS","[]"
"institutional","24075","CPT","[]"
"professional","V2110","HCPCS","['NU']"
"professional","G0246","HCPCS","[]"
"professional","11740","CPT","[]"
"professional","50694","CPT","['U1']"
"professional","S8424","HCPCS","['NU']"
"professional","L0625","HCPCS","[]"
"institutional","61450","CPT","[]"
"professional","20520","CPT","[]"
"professional","E2208","HCPCS","['RR']"
"institutional","36570","CPT","[]"
"professional","27238","CPT","['U1']"
"professional","88319","CPT","['26']"
"institutional","36261","CPT","[]"
"professional","86625","CPT","['27']"
"institutional","36558","CPT","[]"
"professional","15272","CPT","[]"
"professional","L5973","HCPCS","['NU']"
"professional","74300","CPT","[]"
"professional","S2260","HCPCS","[]"
"professional","E0744","HCPCS","['KJ']"
"professional","22112","CPT","['U1']"
"professional","E2103","HCPCS","['NU']"
"professional","E0190","HCPCS","['RR']"
"professional","92557","CPT","['U1']"
"professional","92325","CPT","[]"
"professional","87197","CPT","['27']"
"professional","44340","CPT","[]"
"professional","32507","CPT","['U1']"
"professional","86645","CPT","['U1']"
"professional","26615","CPT","['U1']"
"professional","01150","CPT","[]"
"institutional","54861","CPT","[]"
"professional","83690","CPT","['27']"
"professional","15003","CPT","[]"
"professional","36200","CPT","['U1']"
"professional","88307","CPT","['TC']"
"professional","69550","CPT","['U1']"
"professional","77407","CPT","['TC']"
"professional","28645","CPT","['U1']"
"professional","J1570","HCPCS","[]"
"professional","88249","CPT","['TC']"
"professional","86357","CPT","['TC']"
"professional","G0473","HCPCS","[]"
"professional","E2363","HCPCS","[]"
"professional","67500","CPT","['U1']"
"professional","84181","CPT","['TC']"
"institutional","37288","CPT","[]"
"professional","65730","CPT","[]"
"professional","E0225","HCPCS","['TC']"
"institutional","0339","RC","[]"
"professional","11750","CPT","['U1']"
"professional","19000","CPT","['U1']"
"professional","54550","CPT","[]"
"professional","64510","CPT","[]"
"professional","46750","CPT","['U1']"
"professional","29892","CPT","['U1']"
"institutional","26765","CPT","[]"
"professional","64901","CPT","['U1']"
"professional","L2275","HCPCS","['NU']"
"institutional","45386","CPT","[]"
"institutional","45392","CPT","[]"
"institutional","26060","CPT","[]"
"professional","83918","CPT","['TC']"
"professional","01212","CPT","[]"
"institutional","37145","CPT","[]"
"professional","L6624","HCPCS","[]"
"professional","82044","CPT","['U1']"
"professional","68135","CPT","['U1']"
"professional","85247","CPT","['27']"
"professional","25301","CPT","[]"
"professional","73206","CPT","['TC']"
"professional","99377","CPT","['TC']"
"professional","87220","CPT","['U1']"
"professional","97608","CPT","[]"
"professional","77073","CPT","['27']"
"professional","V2610","HCPCS","[]"
"professional","S2053","HCPCS","[]"
"institutional","2W1RX7Z","ICD","[]"
"professional","86723","CPT","['27']"
"professional","50320","CPT","[]"
"professional","15834","CPT","['U1']"
"professional","L5630","HCPCS","['UE']"
"professional","86301","CPT","['26']"
"professional","45378","CPT","['53']"
"professional","99239","CPT","['TC']"
"professional","63301","CPT","['U1']"
"professional","A4234","HCPCS","[]"
"professional","86592","CPT","['U1']"
"professional","41821","CPT","[]"
"institutional","26494","CPT","[]"
"professional","57720","CPT","['U1']"
"professional","51100","CPT","[]"
"professional","15151","CPT","['U1']"
"professional","E2603","HCPCS","['RR','KE']"
"professional","82677","CPT","[]"
"institutional","26480","CPT","[]"
"professional","31800","CPT","['U1']"
"professional","61140","CPT","[]"
"professional","J0689","HCPCS","[]"
"professional","L3610","HCPCS","['NU']"
"professional","68850","CPT","['U1']"
"professional","51020","CPT","['U1']"
"institutional","28054","CPT","[]"
"professional","E2324","HCPCS","['TC']"
"professional","87269","CPT","[]"
"professional","93979","CPT","['27']"
"institutional","25440","CPT","[]"
"institutional","24495","CPT","[]"
"professional","82946","CPT","[]"
"professional","50543","CPT","['U1']"
"professional","E0113","HCPCS","['26']"
"professional","93247","CPT","[]"
"professional","20838","CPT","['U1']"
"professional","45332","CPT","['U1']"
"professional","40530","CPT","[]"
"professional","76857","CPT","['26']"
"professional","90584","CPT","[]"
"professional","E1200","HCPCS","['KH']"
"professional","K0050","HCPCS","['RR','UE','KE']"
"professional","E1090","HCPCS","['UE']"
"professional","33949","CPT","['U1']"
"institutional","27350","CPT","[]"
"professional","35511","CPT","[]"
"professional","V2025","HCPCS","[]"
"professional","83950","CPT","['TC']"
"professional","S8030","HCPCS","[]"
"professional","90688","CPT","[]"
"professional","L3730","HCPCS","[]"
"professional","L8699","HCPCS","[]"
"professional","82941","CPT","['27']"
"professional","11402","CPT","[]"
"professional","33880","CPT","[]"
"professional","E0967","HCPCS","['NU']"
"institutional","27455","CPT","[]"
"institutional","27441","CPT","[]"
"professional","L6805","HCPCS","[]"
"professional","20662","CPT","[]"
"professional","84087","CPT","['TC']"
"professional","E0247","HCPCS","['RR']"
"institutional","38241","CPT","[]"
"professional","87662","CPT","['26']"
"professional","73218","CPT","['26']"
"professional","J2250","HCPCS","[]"
"professional","K0820","HCPCS","['KH']"
"professional","25170","CPT","[]"
"professional","15130","CPT","[]"
"professional","70210","CPT","['27']"
"professional","36248","CPT","['U1']"
"institutional","38550","CPT","[]"
"professional","19285","CPT","[]"
"professional","82024","CPT","['27']"
"professional","82787","CPT","['TC']"
"professional","83527","CPT","['U1']"
"professional","81162","CPT","['26']"
"institutional","58662","CPT","[]"
"professional","J1743","HCPCS","[]"
"professional","76510","CPT","['27']"
"professional","A4459","HCPCS","[]"
"professional","83825","CPT","['TC']"
"professional","K0046","HCPCS","['RR','KE']"
"institutional","43771","CPT","[]"
"professional","E0657","HCPCS","['UE']"
"professional","27071","CPT","[]"
"professional","G9981","HCPCS","['95']"
"professional","45309","CPT","['U1']"
"professional","0825T","CPT","[]"
"professional","88380","CPT","[]"
"professional","93922","CPT","['U1']"
"professional","43611","CPT","[]"
"professional","L5711","HCPCS","[]"
"professional","84035","CPT","[]"
"institutional","40799","CPT","[]"
"professional","62010","CPT","[]"
"professional","A4612","HCPCS","[]"
"professional","H2010","HCPCS","['TD']"
"professional","A9589","HCPCS","[]"
"professional","L2526","HCPCS","['UE']"
"professional","A9532","HCPCS","['NU']"
"professional","53270","CPT","[]"
"professional","91020","CPT","['27']"
"professional","P9100","HCPCS","[]"
"professional","73223","CPT","['26']"
"professional","42971","CPT","[]"
"professional","80424","CPT","['TC']"
"professional","88374","CPT","['TC']"
"institutional","31643","CPT","[]"
"professional","87496","CPT","['TC']"
"institutional","51565","CPT","[]"
"institutional","0659T","CPT","[]"
"institutional","DW21HZZ","ICD","[]"
"professional","87335","CPT","['27']"
"professional","40808","CPT","['U1']"
"professional","92544","CPT","['27']"
"institutional","92924","CPT","[]"
"professional","94728","CPT","['26']"
"professional","E2343","HCPCS","[]"
"professional","87184","CPT","['U1']"
"professional","G0453","HCPCS","[]"
"professional","86778","CPT","['U1']"
"institutional","92930","CPT","[]"
"professional","15941","CPT","['U1']"
"professional","92570","CPT","['GQ']"
"professional","99183","CPT","['26']"
"professional","93296","CPT","['U1']"
"professional","29355","CPT","['U1']"
"professional","92603","CPT","['95']"
"professional","83010","CPT","['26']"
"professional","E2395","HCPCS","['RR','UE','KE']"
"institutional","0DB68Z3","ICD","[]"
"professional","91040","CPT","['U1']"
"institutional","64776","CPT","[]"
"professional","84480","CPT","['27']"
"professional","94625","CPT","[]"
"professional","93784","CPT","['TC']"
"professional","26020","CPT","[]"
"professional","92524","CPT","['U1']"
"professional","80156","CPT","['27']"
"professional","L5968","HCPCS","[]"
"professional","82131","CPT","['U1']"
"professional","68040","CPT","['U1']"
"institutional","0968T","CPT","[]"
"professional","27305","CPT","['U1']"
"professional","29916","CPT","[]"
"institutional","53275","CPT","[]"
"professional","82380","CPT","['27']"
"professional","G9986","HCPCS","['G0']"
"professional","A4399","HCPCS","['NU']"
"professional","22512","CPT","[]"
"professional","L3765","HCPCS","['NU']"
"professional","95709","CPT","[]"
"professional","76872","CPT","['TC']"
"professional","22804","CPT","['U1']"
"professional","K0071","HCPCS","['UE']"
"professional","27200","CPT","[]"
"professional","E1829","HCPCS","[]"
"professional","22852","CPT","[]"
"professional","G9123","HCPCS","[]"
"professional","36901","CPT","[]"
"professional","86890","CPT","['TC']"
"professional","92953","CPT","['TC']"
"professional","L5930","HCPCS","[]"
"institutional","21347","CPT","[]"
"professional","0640T","CPT","['TC']"
"professional","84244","CPT","[]"
"professional","43460","CPT","[]"
"professional","L5220","HCPCS","['RR']"
"professional","58145","CPT","[]"
"professional","27870","CPT","[]"
"professional","L1840","HCPCS","['NU']"
"professional","E2392","HCPCS","['NU','KE']"
"professional","E0730","HCPCS","['NU']"
"professional","78650","CPT","['26']"
"professional","70100","CPT","['26']"
"professional","V5254","HCPCS","[]"
"professional","75746","CPT","['27']"
"professional","58579","CPT","[]"
"professional","27530","CPT","[]"
"professional","22222","CPT","[]"
"professional","33463","CPT","[]"
"professional","V2799","HCPCS","[]"
"professional","87150","CPT","['26']"
"professional","67334","CPT","['U1']"
"professional","93312","CPT","['TC']"
"professional","E0575","HCPCS","['RR']"
"professional","25545","CPT","['U1']"
"professional","J7295","HCPCS","[]"
"professional","82658","CPT","['27']"
"professional","64650","CPT","['U1']"
"professional","99386","CPT","['U1']"
"professional","81266","CPT","[]"
"professional","99080","CPT","[]"
"institutional","26756","CPT","[]"
"professional","45381","CPT","[]"
"institutional","0505","MS-DRG","[]"
"institutional","45389","CPT","[]"
"institutional","26742","CPT","[]"
"professional","76942","CPT","[]"
"professional","83036","CPT","['QW']"
"professional","90967","CPT","[]"
"professional","92557","CPT","['GT']"
"institutional","C9740","HCPCS","[]"
"professional","64580","CPT","[]"
"professional","85007","CPT","['TC']"
"professional","L1260","HCPCS","[]"
"professional","45400","CPT","['U1']"
"professional","83785","CPT","[]"
"professional","69955","CPT","[]"
"professional","E1110","HCPCS","['KI']"
"professional","H2010","HCPCS","[]"
"professional","E0621","HCPCS","['26']"
"professional","E2388","HCPCS","['UE']"
"institutional","2W3JXYZ","ICD","[]"
"professional","72130","CPT","[]"
"professional","43300","CPT","['U1']"
"institutional","37287","CPT","[]"
"professional","69719","CPT","[]"
"institutional","54161","CPT","[]"
"institutional","37293","CPT","[]"
"institutional","54670","CPT","[]"
"professional","95865","CPT","['U1']"
"professional","K0007","HCPCS","['26']"
"professional","52276","CPT","['U1']"
"professional","C1755","HCPCS","[]"
"institutional","36557","CPT","[]"
"institutional","0265T","CPT","[]"
"professional","K0859","HCPCS","[]"
"institutional","36246","CPT","[]"
"professional","K0015","HCPCS","[]"
"professional","E2361","HCPCS","['RR','KE']"
"professional","S8210","HCPCS","['NU']"
"professional","85525","CPT","[]"
"institutional","36252","CPT","[]"
"professional","L5622","HCPCS","['NU']"
"professional","99601","CPT","['SS']"
"professional","E1592","HCPCS","[]"
"institutional","35286","CPT","[]"
"professional","26561","CPT","[]"
"professional","95805","CPT","['27']"
"institutional","0330","MS-DRG","[]"
"institutional","35583","CPT","[]"
"professional","E2322","HCPCS","['UE','KC']"
"professional","67880","CPT","['U1']"
"professional","J9228","HCPCS","[]"
"professional","Q4021","HCPCS","[]"
"professional","E0982","HCPCS","['RR','UE','KE']"
"professional","75726","CPT","['U1']"
"professional","89050","CPT","['TC']"
"professional","33612","CPT","[]"
"institutional","44360","CPT","[]"
"institutional","27086","CPT","[]"
"professional","83719","CPT","['26']"
"professional","36100","CPT","[]"
"professional","E0170","HCPCS","['KJ']"
"professional","87512","CPT","['U1']"
"professional","78481","CPT","['26']"
"professional","84138","CPT","['U1']"
"professional","0882T","CPT","[]"
"professional","82776","CPT","['U1']"
"professional","12013","CPT","[]"
"professional","70542","CPT","['U1']"
"professional","K0801","HCPCS","[]"
"professional","A4490","HCPCS","['NU']"
"professional","E0235","HCPCS","[]"
"institutional","0368","MS-DRG","[]"
"professional","21242","CPT","['U1']"
"professional","69726","CPT","['26']"
"professional","B4154","HCPCS","[]"
"professional","43121","CPT","[]"
"professional","83498","CPT","['TC']"
"professional","82638","CPT","['U1']"
"professional","78700","CPT","['TC']"
"professional","J9270","HCPCS","[]"
"professional","95144","CPT","[]"
"professional","E1016","HCPCS","['RR']"
"professional","90656","CPT","[]"
"institutional","C7550","HCPCS","[]"
"institutional","32555","CPT","[]"
"professional","E2292","HCPCS","[]"
"professional","15600","CPT","[]"
"institutional","68770","CPT","[]"
"professional","L5698","HCPCS","[]"
"professional","34001","CPT","[]"
"professional","E1237","HCPCS","['26']"
"professional","S9455","HCPCS","[]"
"professional","E1406","HCPCS","['UE']"
"institutional","31290","CPT","[]"
"professional","A6577","HCPCS","[]"
"professional","44158","CPT","['U1']"
"institutional","0123","MS-DRG","[]"
"professional","87810","CPT","['TC']"
"professional","E1007","HCPCS","['TC']"
"professional","89272","CPT","[]"
"institutional","DXR2","CSTM-ALL","[]"
"professional","98928","CPT","['26']"
"professional","E0585","HCPCS","['26']"
"professional","E1806","HCPCS","['RR']"
"professional","K0848","HCPCS","['NU']"
"professional","51729","CPT","['U1']"
"professional","Q4232","HCPCS","[]"
"professional","87529","CPT","['U1']"
"professional","21337","CPT","['U1']"
"professional","86789","CPT","['TC']"
"professional","87798","CPT","['27']"
"professional","61790","CPT","['U1']"
"professional","70240","CPT","[]"
"professional","89125","CPT","['TC']"
"professional","93279","CPT","['26']"
"professional","27437","CPT","['U1']"
"professional","85400","CPT","['27']"
"professional","24920","CPT","[]"
"institutional","0636","RC","[]"
"professional","J9063","HCPCS","[]"
"professional","59852","CPT","['U1']"
"professional","Q2058","HCPCS","[]"
"professional","35221","CPT","[]"
"professional","72072","CPT","['26']"
"professional","97152","CPT","['HP']"
"institutional","21085","CPT","[]"
"professional","84163","CPT","['27']"
"professional","76775","CPT","['26']"
"professional","61541","CPT","['U1']"
"professional","23330","CPT","['U1']"
"professional","74181","CPT","['27']"
"professional","99462","CPT","[]"
"professional","96003","CPT","['TC']"
"professional","28104","CPT","['U1']"
"institutional","0716","MS-DRG","[]"
"professional","A0170","HCPCS","[]"
"professional","78725","CPT","['26']"
"professional","00702","CPT","[]"
"professional","85460","CPT","['U1']"
"professional","25430","CPT","['U1']"
"professional","32097","CPT","['U1']"
"professional","15931","CPT","[]"
"professional","43275","CPT","['U1']"
"institutional","30540","CPT","[]"
"professional","E0165","HCPCS","['UE']"
"professional","25431","CPT","[]"
"professional","11011","CPT","['U1']"
"professional","L1050","HCPCS","['NU']"
"professional","53660","CPT","['U1']"
"professional","01522","CPT","[]"
"professional","95910","CPT","['U1']"
"professional","Q0481","HCPCS","[]"
"professional","G8755","HCPCS","[]"
"institutional","69799","CPT","[]"
"professional","C2638","HCPCS","[]"
"professional","44389","CPT","['U1']"
"institutional","33285","CPT","[]"
"institutional","64488","CPT","[]"
"professional","C9791","HCPCS","[]"
"professional","41251","CPT","[]"
"professional","90853","CPT","['95']"
"professional","92526","CPT","[]"
"professional","J3000","HCPCS","[]"
"professional","J0365","HCPCS","[]"
"professional","L5683","HCPCS","[]"
"professional","86618","CPT","['U1']"
"professional","87255","CPT","['27']"
"professional","67413","CPT","['U1']"
"professional","37232","CPT","[]"
"professional","K0835","HCPCS","['KH']"
"professional","83020","CPT","['TC']"
"institutional","63286","CPT","[]"
"institutional","60252","CPT","[]"
"professional","80325","CPT","[]"
"professional","50391","CPT","[]"
"professional","26706","CPT","['U1']"
"professional","J9020","HCPCS","[]"
"institutional","ULT","CSTM-ALL","[]"
"professional","53452","CPT","[]"
"professional","Q4229","HCPCS","[]"
"professional","86756","CPT","['U1']"
"professional","E0159","HCPCS","['NU']"
"professional","87389","CPT","['QW']"
"professional","81177","CPT","['26']"
"professional","61313","CPT","['U1']"
"institutional","0138","MS-DRG","[]"
"professional","84580","CPT","['U1']"
"professional","99232","CPT","['26']"
"institutional","0974","MS-DRG","[]"
"professional","E0679","HCPCS","['UE']"
"professional","68816","CPT","[]"
"institutional","46280","CPT","[]"
