billing_class,billing_code,billing_code_type,billing_code_modifier,verdict,rule,reason
professional,93318,CPT,['TC'],ALLOW,ok,
professional,86384,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,36570,CPT,['U1'],ALLOW,ok,
professional,78278,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,80327,CPT,['TC'],ALLOW,ok,
institutional,02HA3RZ,ICD,[],ALLOW,ok,
institutional,65426,CPT,[],ALLOW,ok,
institutional,32506,CPT,[],ALLOW,ok,
professional,64714,CPT,['U1'],ALLOW,ok,
professional,86692,CPT,[],ALLOW,ok,
professional,84152,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,E2626,HCPCS,['NU'],ALLOW,ok,
professional,K0007,HCPCS,['NU'],ALLOW,ok,
professional,88150,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,L3956,HCPCS,['NU'],ALLOW,ok,
professional,24079,CPT,['U1'],ALLOW,ok,
professional,83663,CPT,[],ALLOW,ok,
professional,76641,CPT,['TC'],ALLOW,ok,
professional,94060,CPT,['TC'],ALLOW,ok,
professional,86171,CPT,[],ALLOW,ok,
professional,87290,CPT,['26'],ALLOW,ok,
professional,25685,CPT,['U1'],ALLOW,ok,
professional,62290,CPT,['U1'],ALLOW,ok,
professional,97016,CPT,['U1'],ALLOW,ok,
institutional,TRI,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,66185,CPT,[],ALLOW,ok,
professional,A4225,HCPCS,[],ALLOW,ok,
professional,85046,CPT,['26'],ALLOW,ok,
professional,65222,CPT,['U1'],ALLOW,ok,
institutional,38100,CPT,[],ALLOW,ok,
institutional,62331,CPT,[],ALLOW,ok,
professional,82375,CPT,['TC'],ALLOW,ok,
professional,L6635,HCPCS,[],ALLOW,ok,
institutional,62325,CPT,[],ALLOW,ok,
professional,72158,CPT,['26'],ALLOW,ok,
institutional,35211,CPT,[],ALLOW,ok,
institutional,55810,CPT,[],ALLOW,ok,
professional,64590,CPT,['U1'],ALLOW,ok,
institutional,35500,CPT,[],ALLOW,ok,
professional,25135,CPT,[],ALLOW,ok,
professional,29280,CPT,[],ALLOW,ok,
professional,74185,CPT,['U1'],ALLOW,ok,
professional,L3900,HCPCS,[],ALLOW,ok,
professional,J0698,HCPCS,[],ALLOW,ok,
professional,J7355,HCPCS,[],ALLOW,ok,
professional,L8042,HCPCS,['RR'],ALLOW,ok,
institutional,G0260,HCPCS,[],ALLOW,ok,
institutional,27005,CPT,[],ALLOW,ok,
institutional,0143,RC,[],ALLOW,ok,
professional,21407,CPT,[],ALLOW,ok,
institutional,27700,CPT,[],ALLOW,ok,
professional,81380,CPT,[],ALLOW,ok,
institutional,2W31X3Z,ICD,[],ALLOW,ok,
professional,K0195,HCPCS,['KI'],ALLOW,ok,
professional,64466,CPT,[],ALLOW,ok,
professional,E0140,HCPCS,['KH'],ALLOW,ok,
professional,0102U,CPT,[],ALLOW,ok,
professional,90837,CPT,['95'],ALLOW,ok,
professional,50360,CPT,['U1'],ALLOW,ok,
professional,L2550,HCPCS,['NU'],ALLOW,ok,
institutional,28315,CPT,[],ALLOW,ok,
professional,24164,CPT,[],ALLOW,ok,
professional,E2395,HCPCS,"['UE','KE']",ALLOW,ok,
professional,Q0167,HCPCS,[],ALLOW,ok,
institutional,0332,RC,[],ALLOW,ok,
professional,L8688,HCPCS,[],ALLOW,ok,
professional,75891,CPT,['TC'],ALLOW,ok,
professional,76499,CPT,[],ALLOW,ok,
professional,A4410,HCPCS,[],ALLOW,ok,
professional,86805,CPT,['U1'],ALLOW,ok,
professional,46999,CPT,[],ALLOW,ok,
professional,61105,CPT,[],ALLOW,ok,
professional,L6000,HCPCS,[],ALLOW,ok,
professional,64617,CPT,[],ALLOW,ok,
professional,43211,CPT,['U1'],ALLOW,ok,
professional,28805,CPT,['U1'],ALLOW,ok,
professional,96902,CPT,['TC'],ALLOW,ok,
professional,E1298,HCPCS,['RR'],ALLOW,ok,
institutional,DW26JZZ,ICD,[],ALLOW,ok,
professional,46910,CPT,['U1'],ALLOW,ok,
professional,92508,CPT,['GT'],ALLOW,ok,
professional,67225,CPT,['U1'],ALLOW,ok,
professional,50365,CPT,[],ALLOW,ok,
professional,88130,CPT,['U1'],ALLOW,ok,
professional,L1951,HCPCS,['NU'],ALLOW,ok,
institutional,0D1A0JA,ICD,[],ALLOW,ok,
professional,28160,CPT,['U1'],ALLOW,ok,
professional,E0621,HCPCS,['NU'],ALLOW,ok,
professional,82607,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,86300,CPT,[],ALLOW,ok,
professional,E0957,HCPCS,"['NU','UE','KE']",ALLOW,ok,
professional,70390,CPT,['TC'],ALLOW,ok,
professional,71130,CPT,['U1'],ALLOW,ok,
professional,23395,CPT,[],ALLOW,ok,
professional,86160,CPT,['U1'],ALLOW,ok,
professional,84525,CPT,['26'],ALLOW,ok,
institutional,37238,CPT,[],ALLOW,ok,
institutional,37501,CPT,[],ALLOW,ok,
professional,A4750,HCPCS,['NU'],ALLOW,ok,
professional,72146,CPT,['TC'],ALLOW,ok,
professional,26130,CPT,['U1'],ALLOW,ok,
professional,21182,CPT,['U1'],ALLOW,ok,
professional,80372,CPT,['TC'],ALLOW,ok,
professional,S9485,HCPCS,"['U1','HA','ET']",ALLOW,ok,
professional,34845,CPT,[],ALLOW,ok,
professional,21198,CPT,[],ALLOW,ok,
institutional,DME,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,81513,CPT,[],ALLOW,ok,
professional,56515,CPT,['U1'],ALLOW,ok,
professional,58100,CPT,[],ALLOW,ok,
professional,95801,CPT,['U1'],ALLOW,ok,
institutional,21012,CPT,[],ALLOW,ok,
professional,43425,CPT,[],ALLOW,ok,
professional,L5700,HCPCS,[],ALLOW,ok,
professional,76377,CPT,[],ALLOW,ok,
professional,10021,CPT,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,58545,CPT,['U1'],ALLOW,ok,
professional,L2425,HCPCS,['NU'],ALLOW,ok,
institutional,21935,CPT,[],ALLOW,ok,
professional,48150,CPT,['U1'],ALLOW,ok,
professional,27245,CPT,[],ALLOW,ok,
professional,24586,CPT,[],ALLOW,ok,
professional,90863,CPT,['G0'],ALLOW,ok,
professional,16025,CPT,[],ALLOW,ok,
professional,33268,CPT,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
institutional,69910,CPT,[],ALLOW,ok,
professional,61450,CPT,['U1'],ALLOW,ok,
professional,69300,CPT,['U1'],ALLOW,ok,
professional,63308,CPT,[],ALLOW,ok,
professional,42509,CPT,[],ALLOW,ok,
professional,84450,CPT,['26'],ALLOW,ok,
professional,64634,CPT,['U1'],ALLOW,ok,
professional,A4625,HCPCS,['NU'],ALLOW,ok,
professional,26045,CPT,['U1'],ALLOW,ok,
professional,36450,CPT,['U1'],ALLOW,ok,
professional,E1811,HCPCS,['KI'],ALLOW,ok,
professional,G0442,HCPCS,[],ALLOW,ok,
professional,80186,CPT,['26'],ALLOW,ok,
institutional,33212,CPT,[],ALLOW,ok,
professional,94660,CPT,[],ALLOW,ok,
institutional,33206,CPT,[],ALLOW,ok,
professional,59320,CPT,[],ALLOW,ok,
professional,87516,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
institutional,69726,CPT,[],ALLOW,ok,
institutional,33517,CPT,[],ALLOW,ok,
professional,E0911,HCPCS,['UE'],ALLOW,ok,
professional,78216,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,80349,CPT,['TC'],ALLOW,ok,
professional,70546,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
institutional,33503,CPT,[],ALLOW,ok,
professional,0335U,CPT,[],ALLOW,ok,
professional,K0017,HCPCS,"['RR','UE','KE']",ALLOW,ok,
professional,L5979,HCPCS,[],ALLOW,ok,
professional,77086,CPT,['TC'],ALLOW,ok,
professional,93226,CPT,['26'],ALLOW,ok,
professional,84681,CPT,['26'],ALLOW,ok,
professional,31633,CPT,['U1'],ALLOW,ok,
professional,86698,CPT,['TC'],ALLOW,ok,
professional,E1237,HCPCS,['NU'],ALLOW,ok,
professional,27468,CPT,['U1'],ALLOW,ok,
professional,83633,CPT,['26'],ALLOW,ok,
professional,99498,CPT,['GT'],ALLOW,ok,
professional,63275,CPT,[],ALLOW,ok,
professional,88025,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,99214,CPT,['95'],ALLOW,ok,
institutional,0510T,CPT,[],ALLOW,ok,
professional,86593,CPT,[],ALLOW,ok,
professional,77307,CPT,['26'],ALLOW,ok,
professional,26118,CPT,[],ALLOW,ok,
professional,E0585,HCPCS,['NU'],ALLOW,ok,
professional,59151,CPT,[],ALLOW,ok,
professional,80198,CPT,['TC'],ALLOW,ok,
institutional,31502,CPT,[],ALLOW,ok,
professional,85250,CPT,[],ALLOW,ok,
professional,53235,CPT,[],ALLOW,ok,
professional,A7525,HCPCS,[],ALLOW,ok,
professional,92594,CPT,['26'],ALLOW,ok,
professional,61796,CPT,[],ALLOW,ok,
professional,S2209,HCPCS,[],ALLOW,ok,
professional,54512,CPT,['U1'],ALLOW,ok,
professional,G0277,HCPCS,[],ALLOW,ok,
professional,95861,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
institutional,23920,CPT,[],ALLOW,ok,
professional,L5646,HCPCS,['NU'],ALLOW,ok,
professional,0217U,CPT,[],ALLOW,ok,
professional,86910,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,75889,CPT,[],ALLOW,ok,
institutional,43335,CPT,[],ALLOW,ok,
professional,G9132,HCPCS,[],ALLOW,ok,
institutional,19110,CPT,[],ALLOW,ok,
professional,87901,CPT,['TC'],ALLOW,ok,
professional,Q2053,HCPCS,[],ALLOW,ok,
professional,Q4261,HCPCS,[],ALLOW,ok,
institutional,58120,CPT,[],ALLOW,ok,
professional,55899,CPT,[],ALLOW,ok,
professional,44660,CPT,['U1'],ALLOW,ok,
professional,A6524,HCPCS,[],ALLOW,ok,
professional,90940,CPT,['26'],ALLOW,ok,
professional,76936,CPT,['TC'],ALLOW,ok,
institutional,55520,CPT,[],ALLOW,ok,
institutional,G0104,HCPCS,[],ALLOW,ok,
institutional,35606,CPT,[],ALLOW,ok,
professional,G0317,HCPCS,['GQ'],ALLOW,ok,
professional,L8415,HCPCS,['NU'],ALLOW,ok,
professional,80173,CPT,[],ALLOW,ok,
professional,E1270,HCPCS,['UE'],ALLOW,ok,
institutional,35612,CPT,[],ALLOW,ok,
professional,42160,CPT,['U1'],ALLOW,ok,
institutional,38206,CPT,[],ALLOW,ok,
professional,59820,CPT,[],ALLOW,ok,
institutional,35103,CPT,[],ALLOW,ok,
institutional,38212,CPT,[],ALLOW,ok,
institutional,27412,CPT,[],ALLOW,ok,
professional,73725,CPT,['U1'],ALLOW,ok,
professional,A4393,HCPCS,['NU'],ALLOW,ok,
professional,L6380,HCPCS,[],ALLOW,ok,
professional,43265,CPT,[],ALLOW,ok,
professional,Q4239,HCPCS,[],ALLOW,ok,
professional,E1550,HCPCS,['NU'],ALLOW,ok,
professional,J9030,HCPCS,[],ALLOW,ok,
professional,58740,CPT,[],ALLOW,ok,
professional,27709,CPT,[],ALLOW,ok,
professional,81353,CPT,[],ALLOW,ok,
professional,68700,CPT,[],ALLOW,ok,
professional,86780,CPT,['QW'],ALLOW,ok,
institutional,0964,MS-DRG,[],ALLOW,ok,
institutional,27303,CPT,[],ALLOW,ok,
professional,73225,CPT,[],ALLOW,ok,
professional,81003,CPT,['TC'],ALLOW,ok,
institutional,ECG,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
institutional,DD25DZZ,ICD,[],ALLOW,ok,
professional,65430,CPT,['U1'],ALLOW,ok,
professional,92609,CPT,['95'],ALLOW,ok,
institutional,47720,CPT,[],ALLOW,ok,
professional,K0850,HCPCS,['UE'],ALLOW,ok,
professional,80430,CPT,['26'],ALLOW,ok,
professional,88360,CPT,['26'],ALLOW,ok,
professional,35587,CPT,[],ALLOW,ok,
professional,E2321,HCPCS,"['RR','UE','KC']",ALLOW,ok,
professional,87482,CPT,['26'],ALLOW,ok,
professional,90833,CPT,"['TF','TD']",ALLOW,ok,
professional,27405,CPT,[],ALLOW,ok,
professional,0459U,CPT,[],ALLOW,ok,
institutional,0190,RC,[],ALLOW,ok,
professional,T2025,HCPCS,[],ALLOW,ok,
professional,L1020,HCPCS,[],ALLOW,ok,
professional,93790,CPT,['26'],ALLOW,ok,
professional,99485,CPT,['U1'],ALLOW,ok,
professional,67107,CPT,[],ALLOW,ok,
professional,S0176,HCPCS,[],ALLOW,ok,
professional,96367,CPT,['U1'],ALLOW,ok,
professional,88230,CPT,['TC'],ALLOW,ok,
institutional,0745,MS-DRG,[],ALLOW,ok,
institutional,25316,CPT,[],ALLOW,ok,
professional,46706,CPT,[],ALLOW,ok,
professional,E0618,HCPCS,[],ALLOW,ok,
professional,83516,CPT,['U1'],ALLOW,ok,
professional,84630,CPT,[],ALLOW,ok,
professional,28202,CPT,[],ALLOW,ok,
professional,0273U,CPT,[],ALLOW,ok,
professional,27090,CPT,['U1'],ALLOW,ok,
professional,V5014,HCPCS,[],ALLOW,ok,
professional,87653,CPT,['26'],ALLOW,ok,
professional,E0276,HCPCS,['RR'],ALLOW,ok,
professional,87271,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,25246,CPT,['U1'],ALLOW,ok,
professional,L6694,HCPCS,['NU'],ALLOW,ok,
institutional,57230,CPT,[],ALLOW,ok,
professional,32507,CPT,[],ALLOW,ok,
institutional,0DW64CZ,ICD,[],ALLOW,ok,
professional,0351U,CPT,[],ALLOW,ok,
professional,E0956,HCPCS,['NU'],ALLOW,ok,
professional,L1834,HCPCS,[],ALLOW,ok,
professional,37215,CPT,[],ALLOW,ok,
institutional,0TF7XZZ,ICD,[],ALLOW,ok,
professional,49185,CPT,['U1'],ALLOW,ok,
professional,E0640,HCPCS,[],ALLOW,ok,
professional,33978,CPT,['U1'],ALLOW,ok,
professional,0588T,CPT,[],ALLOW,ok,
professional,E2377,HCPCS,['KI'],ALLOW,ok,
professional,0385U,CPT,[],ALLOW,ok,
professional,45303,CPT,['U1'],ALLOW,ok,
professional,78110,CPT,[],ALLOW,ok,
institutional,37607,CPT,[],ALLOW,ok,
professional,64836,CPT,['U1'],ALLOW,ok,
professional,85410,CPT,[],ALLOW,ok,
professional,50572,CPT,['U1'],ALLOW,ok,
professional,48150,CPT,[],ALLOW,ok,
professional,82542,CPT,['26'],ALLOW,ok,
professional,82160,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,38212,CPT,['U1'],ALLOW,ok,
institutional,0556,MS-DRG,[],ALLOW,ok,
professional,E2390,HCPCS,['NU'],ALLOW,ok,
professional,00906,CPT,[],ALLOW,ok,
professional,K0052,HCPCS,"['UE','RR','KE']",ALLOW,ok,
professional,E0303,HCPCS,['RR'],ALLOW,ok,
professional,21247,CPT,[],ALLOW,ok,
professional,E1028,HCPCS,"['NU','KE']",ALLOW,ok,
professional,88167,CPT,[],ALLOW,ok,
professional,90381,CPT,[],ALLOW,ok,
professional,87511,CPT,[],ALLOW,ok,
institutional,2W3AXYZ,ICD,[],ALLOW,ok,
professional,80415,CPT,['TC'],ALLOW,ok,
professional,L0984,HCPCS,['NU'],ALLOW,ok,
professional,73630,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,61534,CPT,[],ALLOW,ok,
professional,97170,CPT,[],ALLOW,ok,
professional,41115,CPT,[],ALLOW,ok,
professional,J3240,HCPCS,[],ALLOW,ok,
institutional,0D767DZ,ICD,[],ALLOW,ok,
institutional,64907,CPT,[],ALLOW,ok,
institutional,64913,CPT,[],ALLOW,ok,
institutional,69420,CPT,[],ALLOW,ok,
institutional,33611,CPT,[],ALLOW,ok,
professional,27880,CPT,['U1'],ALLOW,ok,
professional,45338,CPT,['U1'],ALLOW,ok,
professional,E0666,HCPCS,['UE'],ALLOW,ok,
professional,82805,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,31626,CPT,[],ALLOW,ok,
institutional,64719,CPT,[],ALLOW,ok,
professional,E1003,HCPCS,"['RR','UE','KE']",ALLOW,ok,
professional,66989,CPT,[],ALLOW,ok,
professional,K0001,HCPCS,['KH'],ALLOW,ok,
professional,46712,CPT,['U1'],ALLOW,ok,
professional,52400,CPT,['U1'],ALLOW,ok,
professional,E1195,HCPCS,['KH'],ALLOW,ok,
professional,92953,CPT,[],ALLOW,ok,
professional,86800,CPT,[],ALLOW,ok,
professional,25608,CPT,[],ALLOW,ok,
professional,32098,CPT,[],ALLOW,ok,
institutional,0883T,CPT,[],ALLOW,ok,
professional,50525,CPT,[],ALLOW,ok,
professional,G9487,HCPCS,[],ALLOW,ok,
professional,78813,CPT,['TC'],ALLOW,ok,
professional,54300,CPT,['U1'],ALLOW,ok,
institutional,31610,CPT,[],ALLOW,ok,
professional,0649T,CPT,[],ALLOW,ok,
professional,0044U,CPT,[],ALLOW,ok,
professional,K0046,HCPCS,[],ALLOW,ok,
professional,0090U,CPT,[],ALLOW,ok,
institutional,31638,CPT,[],ALLOW,ok,
professional,K0040,HCPCS,['UE'],ALLOW,ok,
professional,J3475,HCPCS,[],ALLOW,ok,
professional,S0508,HCPCS,[],ALLOW,ok,
professional,27334,CPT,['U1'],ALLOW,ok,
professional,0166U,CPT,[],ALLOW,ok,
professional,85303,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,J9223,HCPCS,[],ALLOW,ok,
institutional,23410,CPT,[],ALLOW,ok,
professional,99406,CPT,['95'],ALLOW,ok,
professional,E0266,HCPCS,[],ALLOW,ok,
professional,73650,CPT,['U1'],ALLOW,ok,
professional,J0166,HCPCS,[],ALLOW,ok,
professional,42970,CPT,['U1'],ALLOW,ok,
professional,K0852,HCPCS,[],ALLOW,ok,
professional,99469,CPT,['G0'],ALLOW,ok,
professional,83021,CPT,['26'],ALLOW,ok,
professional,96121,CPT,[],ALLOW,ok,
professional,24650,CPT,['U1'],ALLOW,ok,
professional,84600,CPT,['U1'],ALLOW,ok,
professional,51705,CPT,[],ALLOW,ok,
professional,36600,CPT,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,86340,CPT,['TC'],ALLOW,ok,
institutional,0514,MS-DRG,[],ALLOW,ok,
professional,74174,CPT,['TC'],ALLOW,ok,
professional,96041,CPT,['G0'],ALLOW,ok,
professional,E0113,HCPCS,['NU'],ALLOW,ok,
professional,20102,CPT,['U1'],ALLOW,ok,
professional,82135,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,A7506,HCPCS,['NU'],ALLOW,ok,
professional,79440,CPT,['TC'],ALLOW,ok,
professional,96160,CPT,['95'],ALLOW,ok,
professional,82384,CPT,['U1'],ALLOW,ok,
professional,12056,CPT,[],ALLOW,ok,
professional,36217,CPT,['U1'],ALLOW,ok,
institutional,44021,CPT,[],ALLOW,ok,
institutional,49324,CPT,[],ALLOW,ok,
professional,86652,CPT,['U1'],ALLOW,ok,
institutional,13101,CPT,[],ALLOW,ok,
professional,E2375,HCPCS,"['NU','UE','KE']",ALLOW,ok,
institutional,49421,CPT,[],ALLOW,ok,
institutional,0291,RC,[],ALLOW,ok,
professional,E0967,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,V5245,HCPCS,[],ALLOW,ok,
professional,27704,CPT,[],ALLOW,ok,
professional,82696,CPT,['TC'],ALLOW,ok,
professional,0264U,CPT,[],ALLOW,ok,
professional,23466,CPT,['U1'],ALLOW,ok,
professional,E0218,HCPCS,['RR'],ALLOW,ok,
professional,35686,CPT,[],ALLOW,ok,
professional,V2788,HCPCS,[],ALLOW,ok,
professional,92283,CPT,['TC'],ALLOW,ok,
institutional,49435,CPT,[],ALLOW,ok,
institutional,D927DZZ,ICD,[],ALLOW,ok,
professional,84484,CPT,['U1'],ALLOW,ok,
professional,19112,CPT,[],ALLOW,ok,
professional,E2394,HCPCS,"['NU','RR','KE']",ALLOW,ok,
professional,76946,CPT,['26'],ALLOW,ok,
professional,0392U,CPT,[],ALLOW,ok,
professional,29885,CPT,['U1'],ALLOW,ok,
institutional,36820,CPT,[],ALLOW,ok,
professional,33916,CPT,['U1'],ALLOW,ok,
professional,64858,CPT,['U1'],ALLOW,ok,
institutional,61736,CPT,[],ALLOW,ok,
professional,53505,CPT,[],ALLOW,ok,
professional,E2325,HCPCS,"['UE','NU','KE']",ALLOW,ok,
professional,48020,CPT,[],ALLOW,ok,
professional,H2001,HCPCS,[],ALLOW,ok,
institutional,0220T,CPT,[],ALLOW,ok,
professional,K0669,HCPCS,[],ALLOW,ok,
professional,93926,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,26755,CPT,[],ALLOW,ok,
professional,L1499,HCPCS,['NU'],ALLOW,ok,
professional,38562,CPT,[],ALLOW,ok,
institutional,0321,MS-DRG,[],ALLOW,ok,
professional,32606,CPT,[],ALLOW,ok,
institutional,54220,CPT,[],ALLOW,ok,
professional,S0512,HCPCS,[],ALLOW,ok,
professional,15040,CPT,['U1'],ALLOW,ok,
professional,V2107,HCPCS,['NU'],ALLOW,ok,
institutional,59620,CPT,[],ALLOW,ok,
professional,Q4030,HCPCS,[],ALLOW,ok,
professional,A9602,HCPCS,[],ALLOW,ok,
professional,E0250,HCPCS,['KI'],ALLOW,ok,
professional,69450,CPT,[],ALLOW,ok,
institutional,EDUC,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,K0848,HCPCS,[],ALLOW,ok,
professional,37218,CPT,[],ALLOW,ok,
institutional,63032,CPT,[],ALLOW,ok,
professional,59410,CPT,[],ALLOW,ok,
professional,76816,CPT,['TC'],ALLOW,ok,
professional,K0004,HCPCS,[],ALLOW,ok,
professional,K0015,HCPCS,['UE'],ALLOW,ok,
professional,L8701,HCPCS,[],ALLOW,ok,
professional,69910,CPT,[],ALLOW,ok,
professional,94150,CPT,[],ALLOW,ok,
professional,70496,CPT,[],ALLOW,ok,
professional,75559,CPT,['TC'],ALLOW,ok,
professional,A5501,HCPCS,['NU'],ALLOW,ok,
professional,E2351,HCPCS,['RR'],ALLOW,ok,
professional,83518,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,99285,CPT,['U9'],ALLOW,ok,
professional,E0986,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
institutional,0379,MS-DRG,[],ALLOW,ok,
professional,46947,CPT,[],ALLOW,ok,
professional,E0187,HCPCS,['RR'],ALLOW,ok,
professional,92540,CPT,['U1'],ALLOW,ok,
professional,J9261,HCPCS,[],ALLOW,ok,
professional,64885,CPT,[],ALLOW,ok,
professional,81223,CPT,[],ALLOW,ok,
professional,88240,CPT,['26'],ALLOW,ok,
professional,33426,CPT,[],ALLOW,ok,
professional,21461,CPT,['U1'],ALLOW,ok,
institutional,46020,CPT,[],ALLOW,ok,
professional,87623,CPT,['TC'],ALLOW,ok,
professional,28103,CPT,[],ALLOW,ok,
professional,93461,CPT,['26'],ALLOW,ok,
professional,33966,CPT,[],ALLOW,ok,
institutional,CHR1,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,24605,CPT,['U1'],ALLOW,ok,
professional,86632,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,L5964,HCPCS,['NU'],ALLOW,ok,
professional,92563,CPT,[],ALLOW,ok,
professional,66984,CPT,[],ALLOW,ok,
professional,A6566,HCPCS,[],ALLOW,ok,
professional,54220,CPT,['U1'],ALLOW,ok,
institutional,50236,CPT,[],ALLOW,ok,
professional,86430,CPT,[],ALLOW,ok,
institutional,67903,CPT,[],ALLOW,ok,
professional,77285,CPT,[],ALLOW,ok,
professional,L3674,HCPCS,['NU'],ALLOW,ok,
professional,82945,CPT,['U1'],ALLOW,ok,
professional,86970,CPT,[],ALLOW,ok,
professional,15738,CPT,[],ALLOW,ok,
institutional,67917,CPT,[],ALLOW,ok,
professional,J2183,HCPCS,[],ALLOW,ok,
professional,E2340,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,0087U,CPT,[],ALLOW,ok,
professional,L8042,HCPCS,['KN'],ALLOW,ok,
professional,83864,CPT,['26'],ALLOW,ok,
professional,L8440,HCPCS,['NU'],ALLOW,ok,
professional,E1225,HCPCS,['UE'],ALLOW,ok,
institutional,30110,CPT,[],ALLOW,ok,
professional,L8512,HCPCS,[],ALLOW,ok,
professional,15135,CPT,['U1'],ALLOW,ok,
institutional,93750,CPT,[],ALLOW,ok,
professional,S9444,HCPCS,[],ALLOW,ok,
professional,31527,CPT,[],ALLOW,ok,
institutional,67030,CPT,[],ALLOW,ok,
institutional,15825,CPT,[],ALLOW,ok,
professional,K0051,HCPCS,"['NU','RR','KE']",ALLOW,ok,
professional,61539,CPT,[],ALLOW,ok,
professional,11106,CPT,[],ALLOW,ok,
professional,84591,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,21146,CPT,[],ALLOW,ok,
professional,76514,CPT,['U1'],ALLOW,ok,
professional,J2997,HCPCS,[],ALLOW,ok,
professional,Q2049,HCPCS,[],ALLOW,ok,
professional,27197,CPT,[],ALLOW,ok,
professional,J9072,HCPCS,[],ALLOW,ok,
professional,0171U,CPT,[],ALLOW,ok,
professional,86747,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,L0830,HCPCS,['RR'],ALLOW,ok,
institutional,C7522,HCPCS,[],ALLOW,ok,
institutional,22310,CPT,[],ALLOW,ok,
professional,L5654,HCPCS,['UE'],ALLOW,ok,
professional,L5811,HCPCS,['NU'],ALLOW,ok,
professional,99407,CPT,['G0'],ALLOW,ok,
professional,70487,CPT,['26'],ALLOW,ok,
professional,99427,CPT,[],ALLOW,ok,
professional,E2224,HCPCS,['RR'],ALLOW,ok,
professional,77435,CPT,['26'],ALLOW,ok,
professional,H0046,HCPCS,"['XP','U1','HO']",ALLOW,ok,
institutional,15116,CPT,[],ALLOW,ok,
professional,81299,CPT,['26'],ALLOW,ok,
professional,61635,CPT,[],ALLOW,ok,
professional,86609,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,86727,CPT,['U1'],ALLOW,ok,
institutional,0707,MS-DRG,[],ALLOW,ok,
professional,H2020,HCPCS,['TF'],ALLOW,ok,
professional,21337,CPT,[],ALLOW,ok,
professional,H0046,HCPCS,"['HP','XP','U1']",ALLOW,ok,
professional,81106,CPT,['26'],ALLOW,ok,
professional,99243,CPT,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,30462,CPT,['U1'],ALLOW,ok,
professional,76018,CPT,['26'],ALLOW,ok,
professional,86235,CPT,['TC'],ALLOW,ok,
